Date,A_0,A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,close,open,high,low,volume,vwap,returns
2013-01-23,-0.8463803951953899,0.2531708554733989,0.21875000000000022,0.2531708554733989,0.6978425256163867,-0.11111111111111116,-1.0,1.0,-0.6186704043577371,-1.0,18.46827507019043,18.33104133605957,18.655075073242188,18.326059341430664,19.284624784706132,18.483136494954426,0.054960338321391244
2013-01-24,-0.11787212069221592,0.181651639850499,1.0,0.181651639850499,1.0,-0.7777777777777779,-0.46288830176594375,1.0,-0.8255148898806625,0.8655221745350499,18.784839630126953,18.461801528930664,18.850095748901367,18.443618774414062,18.726805460518754,18.692851384480793,0.017140992254738974
2013-01-25,0.03593845418915438,0.1768448004205731,-0.46031746031746035,0.1768448004205731,0.7147267943848628,-0.7777777777777779,0.061665536863647064,1.0,-0.3842846732911924,0.9428571428571428,18.771390914916992,18.699161529541016,18.891191482543945,18.686208724975586,18.308292581015504,18.782930374145508,-0.0007159345235182579
2013-01-28,0.16644550485740017,0.2227354297178455,-0.08333333333333337,0.2227354297178455,-0.3470244914967451,-1.0,-0.04934668602411785,1.0,0.3675743213536744,0.9663865546218486,18.698165893554688,18.723819732666016,18.819459915161133,18.627429962158203,17.994930542479985,18.71501859029134,-0.0039008841536678496
2013-01-29,0.11760094984318646,0.30310271119341003,0.28767123287671215,0.30310271119341003,0.28590129380853546,-1.0,-1.0,-0.7777777777777779,-0.26927055720012627,0.8375125376128385,18.771638870239258,18.599035263061523,18.853084564208984,18.59380531311035,18.066088515369806,18.73950958251953,0.003929421586204684
2013-01-30,-0.2964776910858991,0.3411950997845301,0.46153846153846145,0.3411950997845301,0.766499516075196,-1.0,0.2085865612487664,1.0,-0.7233865627780733,0.7813765182186234,18.775375366210938,18.773134231567383,18.95271110534668,18.752460479736328,18.05798525571031,18.82684898376465,0.00019905006683273996
2013-01-31,-0.7385489458759977,0.44724835302486765,1.0,0.44724835302486765,0.3984229660218477,-0.7777777777777779,-0.24756476075357647,-2.220446049250313e-16,-1.0,0.9132369299221357,18.821701049804688,18.692684173583984,18.869770050048828,18.686208724975586,17.999284633626004,18.7925599416097,0.0024673639109831225
2013-02-01,-0.8423325760142121,0.41943648640352066,1.0,0.41943648640352066,0.7119638244333049,-1.0,-0.0011810401995768771,-1.0,-0.514044201222988,0.6120906801007555,19.31759262084961,18.88421630859375,19.342500686645508,18.88172721862793,18.828846548561145,19.180606842041016,0.02634679882188795
2013-02-04,-0.4521770530516605,0.38919339777044787,1.0,0.38919339777044787,0.8929096735620603,-1.0,-0.5058915946582876,-2.220446049250313e-16,0.04181475320283101,0.5577190542420027,18.904640197753906,19.120580673217773,19.189821243286133,18.885961532592773,18.620153229119918,18.99347432454427,-0.0213770127158599
2013-02-05,-0.5301282757111067,0.4246773595303255,-0.09090909090909083,0.4246773595303255,0.26033028442265693,-0.7777777777777779,0.4197998046875,0.11111111111111105,-0.6520778339077713,0.8697539797395077,19.07201385498047,18.95719337463379,19.20576286315918,18.915849685668945,18.13444394658721,19.064542134602863,0.008853575390789459
2013-02-06,-0.6045844558885145,-0.1188919077027763,0.04166666666666674,-0.1188919077027763,-0.33880243939492594,-0.5555555555555556,-0.3173051850850339,-2.220446049250313e-16,0.35227664515808277,0.9898477157360406,19.182350158691406,18.905885696411133,19.25183868408203,18.89168930053711,18.239585263219876,19.108626047770183,0.005785246621039075
2013-02-07,-0.6234692120904816,-0.6086817395494255,0.23711340206185572,-0.6086817395494255,0.7424195181061171,0.33333333333333326,-0.5435038509879055,1.0,1.0,0.5940409683426444,19.27649688720703,19.170644760131836,19.39754295349121,19.066036224365234,18.55200572549119,19.246692021687824,0.004907987172414696
2013-02-08,-0.7410482726333559,-0.6499330013990002,1.0,-0.6499330013990002,0.6373616988451027,0.33333333333333326,-1.0,0.17647058823529416,0.7777337129458073,-0.11310190369540873,19.560930252075195,19.430419921875,19.59330940246582,19.416223526000977,18.61342119342441,19.523487726847332,0.014755448904044899
2013-02-11,-0.669170156080423,-0.4789812290947935,1.0,-0.4789812290947935,0.23908926987822454,0.7777777777777778,-0.13203042741395143,1.0,0.3347745894769123,1.0,19.487455368041992,19.387332916259766,19.501901626586914,19.271516799926758,18.28184408037472,19.420291264851887,-0.00375620602324922
2013-02-12,-0.76563676336495,-0.19990426124076527,0.27272727272727293,-0.19990426124076527,0.4088551600785171,0.5555555555555556,-0.7939184975974765,-0.05882352941176494,-0.2215054874010156,0.1682892906815021,19.444616317749023,19.47076988220215,19.623945236206055,19.41149139404297,18.12816996537454,19.493350982666016,-0.002198288564818074
2013-02-13,-0.8144444966089952,0.11797135829920821,0.5294117647058825,0.11797135829920821,-0.12067167338736517,-0.33333333333333326,0.09837578964495153,-0.22222222222222232,-0.6759156863506199,0.8592964824120601,19.498414993286133,19.430419921875,19.56043243408203,19.426435470581055,17.68895168294207,19.495094299316406,0.002766764571641378
2013-02-14,-0.9021342216356472,0.43796989149592486,1.0,0.43796989149592486,-0.42188756592104415,-0.33333333333333326,-1.0,-0.22222222222222232,-0.9110391861229641,0.26741573033707877,19.621952056884766,19.42045783996582,19.644866943359375,19.371639251708984,18.05931155641513,19.546152750651043,0.006335749015556891
2013-02-15,-0.9255469562056773,0.03259495763502333,1.0,0.03259495763502333,-0.057859589507827325,0.5555555555555556,0.027737036120410008,-2.220446049250313e-16,-0.020482718448747383,0.2208835341365465,19.748228073120117,19.61149024963379,19.757444381713867,19.603271484375,18.512359592994148,19.70298131306966,0.006435446171169534
2013-02-19,-0.600817909174365,-0.2989580095263579,1.0,-0.2989580095263579,0.929250480261947,0.11111111111111105,-0.5628296134760453,0.22222222222222232,1.0,-1.0,20.09592628479004,19.825439453125,20.09966278076172,19.807756423950195,18.583747817191906,20.001115163167317,0.017606552364218597
2013-02-20,-0.5212477147154942,-0.3268388911052901,0.8571428571428572,-0.3268388911052901,0.4998053030028615,0.11111111111111105,-0.7806524901399157,-0.11111111111111116,0.0942409231908059,0.8708240534521159,19.737518310546875,20.05731964111328,20.148727416992188,19.7208309173584,18.524882512522016,19.869025548299152,-0.01783485713293209
2013-02-21,-0.5160837262027969,-0.4445802086325397,0.34693877551020424,-0.4445802086325397,0.702090548924825,-0.11111111111111116,-0.6424354243542436,-0.4444444444444444,0.9259091973745059,-0.9751088985687616,19.813982009887695,19.87550163269043,20.06105613708496,19.706634521484375,18.762721121095005,19.860557556152344,0.003874028038264532
2013-02-22,-0.4387267976856669,-0.5200320255360236,-0.11111111111111105,-0.5200320255360236,0.2952413973003538,0.33333333333333326,-0.21509620709564148,-0.11111111111111116,0.30697245919105964,0.7415730337078652,19.918092727661133,19.906883239746094,19.95644760131836,19.770893096923828,18.227871676970256,19.881811141967773,0.0052544065963864295
2013-02-25,-0.04370528691937308,-0.6171503786752556,0.7619047619047619,-0.6171503786752556,0.3792057865901446,0.33333333333333326,0.6349291254346081,0.22222222222222232,1.0,0.8309859154929577,19.69542694091797,19.98259925842285,20.134780883789062,19.688453674316406,18.342734586148108,19.839553833007812,-0.011179071700672338
2013-02-26,0.12587631729468657,-0.6335970308664157,0.4509803921568627,-0.6335970308664157,-0.4452384045732103,0.11111111111111105,0.550609406230887,-1.0,0.29957852131937,-0.748603351955307,19.679485321044922,19.80078125,19.824443817138672,19.536771774291992,18.297724324392316,19.680233637491863,-0.000809407174613086
2013-02-27,0.4864632561333381,-0.5862330502098253,-0.12244897959183676,-0.5862330502098253,-0.10478943259395579,0.11111111111111105,-0.17664325106523848,0.11111111111111105,1.0,-1.0,19.919836044311523,19.795799255371094,20.043621063232422,19.703895568847656,18.214244015716805,19.8891175587972,0.012213262661375346
2013-02-28,0.2721655269759084,-0.3335764333982799,0.2000000000000004,-0.3335764333982799,0.5594191531313659,0.33333333333333326,-0.15942918949094587,-0.22222222222222232,0.1914911658020988,0.4233870967741937,19.955202102661133,19.95271110534668,20.09941291809082,19.950969696044922,18.32605914801974,20.001861572265625,0.00177541914857815
2013-03-01,0.12500000000000086,0.04966524464752215,1.0,0.04966524464752215,-0.0616366084753035,0.11111111111111105,-0.344542489444009,-0.33333333333333326,-0.12248500807560503,0.5549295774647887,20.079486846923828,19.870519638061523,20.103147506713867,19.829423904418945,18.28534380230478,20.004019419352215,0.006228187698791743
2013-03-04,-0.023020950771454267,-0.20261180723382222,0.6825396825396823,-0.20261180723382222,0.6128554906564019,-0.33333333333333326,-1.0,-0.17647058823529416,0.28801789003622646,-1.0,20.46080780029297,20.05731964111328,20.494182586669922,20.049848556518555,18.52899818858358,20.334946314493816,0.018990572631469416
2013-03-05,-0.7516085584363843,-0.77308647702656,1.0,-0.77308647702656,0.9582132489198965,-0.5555555555555556,-0.8408930900523119,1.0,0.7772806780225014,-1.0,20.88671112060547,20.645864486694336,20.925317764282227,20.645116806030273,18.90539027811514,20.819048563639324,0.020815567228308574
2013-03-06,-0.5534005852006822,-0.581932909341354,-0.2911392405063292,-0.581932909341354,-0.17427547344280003,-0.33333333333333326,-0.15743401454101935,0.11111111111111105,0.13218503421448657,-0.34883720930232576,20.706886291503906,20.947235107421875,21.021207809448242,20.64287567138672,18.56348802717506,20.79032325744629,-0.008609533021412763
2013-03-07,-0.7586072223270711,-0.5342850765230968,0.061224489795918435,-0.5342850765230968,-0.9046265953388621,0.11111111111111105,0.8309825667572062,0.33333333333333326,0.2386719390286529,0.7121588089330024,20.737272262573242,20.773635864257812,20.8373966217041,20.66205406188965,18.227287250860954,20.745574315388996,0.001467433135120988
2013-03-08,-0.7196043264008141,-0.5370166859741252,1.0,-0.5370166859741252,-0.5348842585902956,0.33333333333333326,0.702368374161457,1.0,1.0,0.5834829443447038,20.710372924804688,20.78459358215332,20.795055389404297,20.549226760864258,18.576937042550536,20.684885025024414,-0.0012971492792281936
2013-03-11,-0.6904271541389543,-0.3172110800688724,-0.7027027027027027,-0.3172110800688724,0.4143996688353955,0.33333333333333326,0.5105188805314802,0.11111111111111105,1.0,0.22364779874213858,20.792564392089844,20.71460723876953,20.914108276367188,20.70987319946289,17.974816879870875,20.80551528930664,0.00396861358236178
2013-03-12,-0.5940885257860047,-0.22169222261087085,0.05084745762711851,-0.22169222261087085,0.12957249629835,0.5555555555555556,0.3128983013884514,0.44444444444444453,0.6756959358304926,1.0,20.612987518310547,20.69019889831543,20.719587326049805,20.514854431152344,18.205419842757625,20.61580975850423,-0.008636590965547919
2013-03-13,-0.14129296641852432,-0.081351644977032,-0.21739130434782605,-0.081351644977032,0.3138671020234194,0.7777777777777778,-0.793964311448311,0.33333333333333326,0.16314182873314875,0.4035087719298247,20.555702209472656,20.620210647583008,20.689699172973633,20.480981826782227,18.00361986399519,20.57546106974284,-0.0027790881252416355
2013-03-14,-0.5108196314073956,-0.03583945784309822,-0.5151515151515151,-0.03583945784309822,-0.2303425073852401,0.7777777777777778,-0.20114898366174505,0.22222222222222232,0.018275114416697935,0.66189111747851,20.461803436279297,20.597545623779297,20.597545623779297,20.358442306518555,18.009633544923684,20.472597122192383,-0.004568015835045958
2013-03-15,-0.36223083817397683,0.13185814122677383,-0.7468354430379747,0.13185814122677383,-0.45255700787116815,0.5555555555555556,0.25021419979898174,0.11111111111111105,-0.753330111400076,0.9300699300699302,20.28148078918457,20.38608741760254,20.430919647216797,20.257570266723633,18.639436579304217,20.323323567708332,-0.008812646825401949
2013-03-18,-0.6006592481962005,-0.16307128302928608,-0.6703296703296704,-0.16307128302928608,-0.5868961415440928,0.5555555555555556,-0.6226825839947063,1.0,0.6153182985507386,0.9137691237830319,20.11933708190918,20.049848556518555,20.24312400817871,19.96192741394043,18.11697248207815,20.108129501342773,-0.00799466808961291
2013-03-19,-0.47181425969566987,-0.1973168327294171,-0.7662337662337663,-0.1973168327294171,0.11069759398648404,0.7777777777777778,-0.3957812067138353,-1.0,0.7968286557566409,0.06234413965087282,20.207258224487305,20.20526695251465,20.404767990112305,20.085962295532227,18.249211087713075,20.232662836710613,0.0043699820834146585
2013-03-20,-0.49144477750712606,-0.0842898556999725,-0.6,-0.0842898556999725,0.6981093993149676,0.5555555555555556,-0.6287559930813522,0.11111111111111105,0.704626109191753,0.2908163265306125,20.29169273376465,20.344493865966797,20.36142921447754,20.210247039794922,17.889167039992454,20.287789662679035,0.004178424818416238
2013-03-21,-0.4453639597046142,-0.1826497864507977,-0.139240506329114,-0.1826497864507977,0.7648467713655325,-0.11111111111111116,-0.7568189244586152,-0.0,0.40023287071095304,0.4017521902377974,20.205764770507812,20.206510543823242,20.34673500061035,20.170644760131836,17.89855039522211,20.241048177083332,-0.004234637513205297
2013-03-22,-0.08500255011475537,0.045811536272798145,-0.5172413793103449,0.045811536272798145,0.7775152398652305,0.33333333333333326,0.6734394491827151,0.11111111111111105,0.3015103610322394,-1.0,20.18210220336914,20.292438507080078,20.30489158630371,20.165414810180664,17.90569859378661,20.217469533284504,-0.0011710800064944626
2013-03-25,-0.08500255011475537,-0.05762410984834995,-0.6853932584269664,-0.05762410984834995,-0.22334625440524436,0.11111111111111105,0.2604595769377256,-0.11111111111111116,0.30616526231430985,0.8672032193158954,20.165414810180664,20.234405517578125,20.40427017211914,20.095178604125977,18.045793530285334,20.22162119547526,-0.0008268411793935782
2013-03-26,0.045786854649564016,-0.03843622260025553,-0.07216494845360832,-0.03843622260025553,-0.5152991364666826,-0.33333333333333326,-0.671513107023666,0.11111111111111105,-0.017748185420075058,0.6192384769539077,20.234655380249023,20.261554718017578,20.27400779724121,20.11933708190918,17.683679915551668,20.209333419799805,0.003433629841990804
2013-03-27,0.785628785312028,-0.00914862902714533,-1.0,-0.00914862902714533,-0.6993520382410011,0.5555555555555556,0.866257592877552,0.11111111111111105,-0.3900422103037777,0.6773162939297126,19.991567611694336,20.091690063476562,20.09966278076172,19.95844078063965,18.279719855128068,20.016557057698567,-0.012013437540031702
2013-03-28,0.805725861198671,0.024836508053706192,-0.8378378378378378,0.024836508053706192,-0.7159288519871931,0.5555555555555556,0.6201338571033632,0.11111111111111105,-0.49252793082684665,0.24006359300476943,19.780607223510742,20.02469253540039,20.059064865112305,19.758441925048828,18.335721902705682,19.866038004557293,-0.01055246853479308
2013-04-01,0.7530697802725385,0.5337574972411006,-0.4545454545454547,0.5337574972411006,0.22856211667802429,0.11111111111111105,0.1951095436864435,-0.7777777777777779,-1.0,0.9140401146131805,19.954954147338867,19.8010311126709,19.981355667114258,19.75719451904297,18.09996526701399,19.89783477783203,0.008814032949448602
2013-04-02,0.9262116498428251,0.5591998129777043,-0.37142857142857155,0.5591998129777043,1.0,-0.11111111111111116,-0.9031704319077694,0.05882352941176461,-1.0,0.16258351893095768,20.250097274780273,20.03839111328125,20.294681549072266,20.02494239807129,18.221816085511986,20.18990707397461,0.01479046883606916
