Date,A_0,A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,close,high,low,volume,vwap,returns,y_A_0,y_A_1,y_A_2,y_A_3,y_A_4,y_A_5,y_A_6,y_A_7,y_A_8,y_A_9
,,,,,,,,,,,,,,,,,1.510375e-15,2.0474895e-15,0.0,1.6620466e-15,0.0,0.41047934,1.5995327e-16,0.3483826,2.1266838e-21,0.2411381
,,,,,,,,,,,,,,,,,3.855827e-11,2.1537866e-05,0.0,0.00012250328,0.0,0.17678457,3.964962e-14,0.47566882,2.3730027e-22,0.34740257
,,,,,,,,,,,,,,,,,3.7678718e-11,2.1455939e-05,0.0,0.00012294587,0.0,0.17476293,3.919269e-14,0.47854525,2.413099e-22,0.34654742
,,,,,,,,,,,,,,,,,3.9055304e-11,2.129852e-05,0.0,0.000119079195,0.0,0.18115512,3.937793e-14,0.47062868,2.258301e-22,0.34807584
,,,,,,,,,,,,,,,,,4.067805e-11,2.1341002e-05,0.0,0.000106229825,0.0,0.2444869,3.9252605e-14,0.42317656,1.611255e-22,0.33220896
,,,,,,,,,,,,,,,,,4.0326437e-11,2.1402817e-05,0.0,0.0001051456,0.0,0.25536308,3.900002e-14,0.4162786,1.5421797e-22,0.3282318
,,,,,,,,,,,,,,,,,4.1450385e-11,2.2038232e-05,0.0,0.00010767925,0.0,0.2632324,4.038685e-14,0.41136107,1.5426905e-22,0.32527688
,,,,,,,,,,,,,,,,,1.1146844e-06,0.15749937,0.0,0.160146,0.0,0.3400679,2.201352e-07,0.06261822,1.0021994e-22,0.27966714
,,,,,,,,,,,,,,,,,1.0594415e-06,0.17437638,0.0,0.18440455,0.0,0.30518672,2.5205804e-07,0.059866246,1.2480254e-22,0.2761648
,,,,,,,,,,,,,,,,,1.0594143e-06,0.17857702,0.0,0.1940736,0.0,0.31862372,2.7058934e-07,0.05510732,1.203139e-22,0.253617
,,,,,,,,,,,,,,,,,1.0443557e-06,0.18928678,0.0,0.20313318,0.0,0.28285587,2.889875e-07,0.055965982,1.4397581e-22,0.2687569
,,,,,,,,,,,,,,,,,1.0836497e-06,0.13456096,0.0,0.15056494,0.0,0.4663984,2.0638076e-07,0.046742763,5.928781e-23,0.20173156
,,,,,,,,,,,,,,,,,1.0753356e-06,0.1414969,0.0,0.16361666,0.0,0.47473627,2.3358788e-07,0.041541535,5.892502e-23,0.17860736
,,,,,,,,,,,,,,,,,1.9063661e-18,2.885857e-26,0.18782863,2.3011042e-26,0.21507178,9.071307e-33,5.368293e-21,0.10925225,0.45827267,0.029574722
,,,,,,,,,,,,,,,,,4.582517e-06,0.24973392,0.0,0.18753718,0.0,1.9477434e-07,2.414463e-13,0.19471607,8.765718e-28,0.36800802
,,,,,,,,,,,,,,,,,5.9279223e-06,0.26242673,0.0,0.20711648,0.0,2.8731176e-07,2.7538922e-13,0.1746849,6.413356e-28,0.35576564
