TSLA,GOOG,META,AAPL,MSFT,AMZN,NVDA,V,ORCL,CSCO
2.200000047683716,17.335023880004883,26.110000610351562,18.178571701049805,26.3700008392334,12.137499809265137,3.007499933242798,37.087501525878906,32.689998626708984,19.309999465942383
2.313999891281128,17.84685516357422,27.420000076293945,19.343929290771484,27.149999618530273,12.663000106811523,3.127500057220459,38.48249816894531,33.93000030517578,20.010000228881836
2.316667079925537,17.950716018676758,27.59000015258789,19.321428298950195,27.15999984741211,12.818499565124512,3.1449999809265137,38.70500183105469,34.13999938964844,20.299999237060547
2.2613329887390137,18.124067306518555,27.829999923706055,18.77964210510254,26.729999542236328,12.832500457763672,3.177500009536743,38.69499969482422,34.400001525878906,20.389999389648438
2.259999990463257,18.19629669189453,28.649999618530273,18.399999618530273,26.639999389648438,13.133500099182129,3.1700000762939453,39.20000076293945,34.209999084472656,20.15999984741211
2.2073330879211426,18.043119430541992,28.860000610351562,18.616071701049805,26.459999084472656,13.178500175476074,3.0999999046325684,39.252498626708984,34.060001373291016,20.079999923706055
2.2266669273376465,18.14698028564453,29.489999771118164,18.428213119506836,26.559999465942383,13.270000457763672,3.0325000286102295,39.9275016784668,34.380001068115234,20.25
2.2253329753875732,18.269023895263672,30.280000686645508,18.411428451538086,26.290000915527344,13.114999771118164,3.0399999618530273,39.817501068115234,34.40999984741211,20.290000915527344
2.140666961669922,18.338762283325195,31.100000381469727,18.536428451538086,26.280000686645508,13.205499649047852,3.0225000381469727,39.875,34.779998779296875,20.329999923706055
2.190000057220459,17.991313934326172,30.6200008392334,17.80392837524414,26.760000228881836,13.376999855041504,3.015000104904175,39.88750076293945,34.599998474121094,20.649999618530273
2.2053329944610596,17.736021041870117,29.8799991607666,17.26357078552246,26.829999923706055,13.46500015258789,2.9774999618530273,39.772499084472656,34.52000045776367,20.780000686645508
2.248667001724243,17.775123596191406,29.530000686645508,17.58928680419922,27.010000228881836,13.391500473022461,2.990000009536743,39.82749938964844,34.560001373291016,20.8799991607666
2.2613329887390137,17.709121704101562,30.030000686645508,17.929643630981445,27.059999465942383,13.46049976348877,3.0250000953674316,39.90250015258789,34.599998474121094,20.780000686645508
2.254667043685913,17.467775344848633,29.270000457763672,17.72857093811035,27.040000915527344,13.479999542236328,3.005000114440918,39.125,34.40999984741211,20.809999465942383
2.2839999198913574,17.323068618774414,29.739999771118164,17.736785888671875,27.0,13.46150016784668,3.012500047683716,39.44499969482422,34.529998779296875,20.610000610351562
2.330667018890381,18.326059341430664,30.799999237060547,18.02750015258789,27.200000762939453,13.332500457763672,3.0,39.52000045776367,34.689998626708984,20.610000610351562
2.3893330097198486,18.443618774414062,30.809999465942383,16.08035659790039,27.469999313354492,13.468500137329102,3.007499933242798,39.724998474121094,34.810001373291016,20.81999969482422
2.4533329010009766,18.686208724975586,31.1299991607666,15.535714149475098,27.389999389648438,13.720000267028809,3.0374999046325684,39.75749969482422,34.880001068115234,21.049999237060547
2.4573330879211426,18.627429962158203,31.809999465942383,15.566429138183594,27.760000228881836,13.720000267028809,3.109999895095825,39.07500076293945,35.380001068115234,21.049999237060547
2.4753329753875732,18.59380531311035,30.709999084472656,16.14714241027832,27.600000381469727,12.917499542236328,3.072499990463257,38.779998779296875,35.06999969482422,20.649999618530273
2.495332956314087,18.752460479736328,30.8799991607666,16.23214340209961,27.760000228881836,13.355500221252441,3.069999933242798,38.6875,35.290000915527344,20.399999618530273
2.4619998931884766,18.686208724975586,28.739999771118164,16.249286651611328,27.399999618530273,13.1850004196167,3.0450000762939453,39.087501525878906,35.25,20.559999465942383
2.507999897003174,18.88172721862793,29.6299991607666,16.012500762939453,27.549999237060547,13.140000343322754,3.065000057220459,39.337501525878906,35.810001373291016,20.600000381469727
2.50600004196167,18.885961532592773,28.010000228881836,15.785714149475098,27.420000076293945,12.953499794006348,3.0374999046325684,39.13999938964844,35.029998779296875,20.790000915527344
2.51200008392334,18.915849685668945,28.040000915527344,15.793571472167969,27.360000610351562,13.072999954223633,3.0450000762939453,39.20000076293945,35.13999938964844,20.8799991607666
2.5266671180725098,18.89168930053711,28.65999984741211,16.163570404052734,27.25,13.055500030517578,3.0174999237060547,39.654998779296875,35.0099983215332,20.979999542236328
2.5966670513153076,19.066036224365234,28.270000457763672,16.218570709228516,27.100000381469727,12.755499839782715,3.0425000190734863,39.2400016784668,34.45000076293945,21.0
2.609333038330078,19.416223526000977,28.510000228881836,16.72321319580078,27.309999465942383,13.02750015258789,3.072499990463257,39.275001525878906,34.5,21.1299991607666
2.5,19.271516799926758,28.040000915527344,16.90178680419922,27.5,12.829999923706055,3.0875000953674316,38.98500061035156,34.54999923706055,21.149999618530273
2.4860000610351562,19.41149139404297,27.100000381469727,16.704999923706055,27.75,12.850000381469727,3.0950000286102295,39.10499954223633,34.849998474121094,20.940000534057617
2.5366671085357666,19.426435470581055,27.309999465942383,16.54357147216797,27.8799991607666,13.015000343322754,3.0824999809265137,38.53499984741211,34.880001068115234,20.93000030517578
2.547333002090454,19.371639251708984,28.010000228881836,16.5721435546875,27.8700008392334,13.270000457763672,3.012500047683716,38.57500076293945,34.689998626708984,20.510000228881836
2.4633328914642334,19.603271484375,28.09000015258789,16.42571449279785,27.8799991607666,13.155500411987305,3.112499952316284,38.935001373291016,34.650001525878906,20.920000076293945
2.487333059310913,19.807756423950195,28.1200008392334,16.20892906188965,27.799999237060547,13.225000381469727,3.119999885559082,39.165000915527344,34.81999969482422,20.950000762939453
2.563999891281128,19.7208309173584,28.329999923706055,16.0285701751709,27.829999923706055,13.318499565124512,3.0850000381469727,38.79750061035156,35.0,21.06999969482422
