TSLA,GOOG,META,AAPL,MSFT,AMZN,NVDA,V,ORCL,CSCO
2.3333330154418945,17.918338775634766,27.440000534057617,19.779285430908203,27.25,12.803999900817871,3.140000104904175,38.540000915527344,34.08000183105469,20.1200008392334
2.3453330993652344,18.055572509765625,27.8799991607666,19.567142486572266,27.6299991607666,12.863499641418457,3.180000066757202,39.27750015258789,34.630001068115234,20.459999084472656
2.319999933242798,18.16541290283203,28.010000228881836,19.177499771118164,27.270000457763672,12.878999710083008,3.1875,38.900001525878906,34.45000076293945,20.40999984741211
2.319999933242798,18.317590713500977,28.690000534057617,18.64285659790039,26.770000457763672,13.148500442504883,3.2850000858306885,39.23500061035156,34.439998626708984,20.3799991607666
2.299999952316284,18.319833755493164,29.510000228881836,18.90035629272461,26.75,13.353500366210938,3.200000047683716,39.412498474121094,34.150001525878906,20.18000030517578
2.2673330307006836,18.238388061523438,29.670000076293945,18.66071319580078,26.719999313354492,13.408499717712402,3.1475000381469727,40.349998474121094,34.5,20.260000228881836
2.257999897003174,18.501401901245117,30.600000381469727,18.876785278320312,26.649999618530273,13.427000045776367,3.0799999237060547,40.50749969482422,34.560001373291016,20.350000381469727
2.2693328857421875,18.480730056762695,31.280000686645508,18.60714340209961,26.489999771118164,13.255000114440918,3.069999933242798,39.94499969482422,34.959999084472656,20.399999618530273
2.2053329944610596,18.3561954498291,32.08000183105469,17.952856063842773,26.899999618530273,13.399999618530273,3.072499990463257,40.31999969482422,34.83000183105469,20.68000030517578
2.2073330879211426,17.916095733642578,30.639999389648438,17.796428680419922,26.829999923706055,13.534000396728516,3.0350000858306885,39.95500183105469,34.56999969482422,20.920000076293945
2.256666898727417,17.9925594329834,30.209999084472656,17.665714263916016,27.149999618530273,13.52649974822998,2.990000009536743,40.02750015258789,34.630001068115234,20.90999984741211
2.2773330211639404,17.875747680664062,30.079999923706055,18.225357055664062,27.190000534057617,13.574999809265137,3.0325000286102295,40.25,34.7599983215332,20.790000915527344
2.315999984741211,17.69268226623535,30.309999465942383,17.804285049438477,27.100000381469727,13.541500091552734,3.0625,39.630001068115234,34.59000015258789,20.850000381469727
2.303999900817871,17.550716400146484,29.75,18.020000457763672,27.299999237060547,13.581000328063965,3.0399999618530273,39.66999816894531,34.95000076293945,20.950000762939453
2.3346669673919678,18.33104133605957,31.100000381469727,18.171785354614258,27.200000762939453,13.528499603271484,3.0374999046325684,39.5724983215332,34.959999084472656,20.889999389648438
2.4000000953674316,18.461801528930664,31.270000457763672,16.428571701049805,27.700000762939453,13.468500137329102,3.0225000381469727,39.82500076293945,34.880001068115234,20.850000381469727
2.4666669368743896,18.699161529541016,31.40999984741211,16.131786346435547,27.579999923706055,13.75,3.052500009536743,39.97999954223633,35.0,21.100000381469727
2.4573330879211426,18.723819732666016,31.8799991607666,15.636786460876465,28.010000228881836,14.189000129699707,3.117500066757202,40.06999969482422,35.40999984741211,21.209999084472656
2.5399999618530273,18.599035263061523,32.0,16.375,27.81999969482422,13.767499923706055,3.140000104904175,38.935001373291016,35.36000061035156,20.979999542236328
2.5233330726623535,18.773134231567383,30.979999542236328,16.321428298950195,28.010000228881836,14.149999618530273,3.0875000953674316,39.247501373291016,35.7599983215332,20.860000610351562
2.5246670246124268,18.692684173583984,29.149999618530273,16.320714950561523,27.790000915527344,13.552000045776367,3.0799999237060547,39.75,35.27000045776367,20.6200008392334
2.5446670055389404,18.88421630859375,31.010000228881836,16.396785736083984,27.670000076293945,13.446499824523926,3.0899999141693115,39.75,35.869998931884766,20.729999542236328
2.559999942779541,19.120580673217773,29.059999465942383,16.211071014404297,27.8700008392334,13.138999938964844,3.075000047683716,39.442501068115234,35.810001373291016,20.8700008392334
2.5333330631256104,18.95719337463379,28.260000228881836,15.858928680419922,27.6200008392334,13.100000381469727,3.055000066757202,39.404998779296875,35.209999084472656,20.8799991607666
2.545332908630371,18.905885696411133,28.739999771118164,16.302499771118164,27.3799991607666,13.258000373840332,3.0350000858306885,39.80500030517578,35.310001373291016,21.049999237060547
2.6126670837402344,19.170644760131836,29.110000610351562,16.54464340209961,27.350000381469727,13.204999923706055,3.075000047683716,39.744998931884766,35.150001525878906,21.209999084472656
2.630000114440918,19.430419921875,28.889999389648438,16.928571701049805,27.350000381469727,13.069999694824219,3.0924999713897705,39.349998474121094,34.7599983215332,21.170000076293945
2.5320000648498535,19.387332916259766,28.610000610351562,17.01785659790039,27.649999618530273,13.15999984741211,3.117500066757202,39.39500045776367,34.97999954223633,21.239999771118164
2.563333034515381,19.47076988220215,27.670000076293945,17.125356674194336,27.8799991607666,12.959500312805176,3.0999999046325684,39.209999084472656,34.88999938964844,21.25
2.553333044052124,19.430419921875,27.360000610351562,16.686071395874023,27.93000030517578,13.076499938964844,3.109999895095825,39.11249923706055,35.209999084472656,21.0
2.5759999752044678,19.42045783996582,28.020000457763672,16.59000015258789,27.920000076293945,13.368499755859375,3.049999952316284,38.650001525878906,34.869998931884766,20.8799991607666
2.566667079925537,19.61149024963379,28.520000457763672,16.74464225769043,28.040000915527344,13.381500244140625,3.174999952316284,39.087501525878906,34.79999923706055,20.940000534057617
2.4906671047210693,19.825439453125,28.229999542236328,16.467857360839844,27.8799991607666,13.295499801635742,3.184999942779541,39.502498626708984,34.93000030517578,21.010000228881836
2.619999885559082,20.05731964111328,28.920000076293945,16.346071243286133,28.1299991607666,13.510000228881836,3.1500000953674316,39.279998779296875,35.5,21.489999771118164
2.4326670169830322,19.87550163269043,28.280000686645508,15.928570747375488,27.739999771118164,13.255999565124512,3.0899999141693115,38.779998779296875,34.95000076293945,21.0
2.381333112716675,19.906883239746094,27.6200008392334,16.04464340209961,27.68000030517578,13.331000328063965,3.0924999713897705,39.57500076293945,34.5099983215332,20.809999465942383
2.4100000858306885,19.98259925842285,27.15999984741211,16.20892906188965,27.969999313354492,13.347000122070312,3.137500047683716,39.79999923706055,35.06999969482422,21.0
2.297333002090454,19.80078125,27.360000610351562,15.850713729858398,27.3799991607666,13.044500350952148,3.0625,39.002498626708984,34.279998779296875,20.540000915527344
