Date,TSLA,GOOG,META,AAPL,MSFT,AMZN,NVDA,V,ORCL,CSCO
2012-12-31,,,,,,,,,,
2013-01-02,,,,,,,,,,
2013-01-03,,,,,,,,,,
2013-01-04,,,,,,,,,,
2013-01-07,0.7777777777777778,0.11111111111111105,-1.0,0.11111111111111105,-0.7777777777777779,-0.5555555555555556,0.11111111111111105,0.11111111111111105,0.11111111111111105,1.0
2013-01-08,-0.11111111111111116,0.44444444444444453,-1.0,0.44444444444444453,-0.7777777777777779,-0.4444444444444444,-0.4444444444444444,0.44444444444444453,0.44444444444444453,1.0
2013-01-09,-0.7777777777777779,0.6666666666666667,1.0,-0.11111111111111116,-0.11111111111111116,-1.0,-0.11111111111111116,-0.11111111111111116,-0.11111111111111116,0.6666666666666667
2013-01-10,-0.4545454545454548,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0
2013-01-11,0.7777777777777778,1.0,-1.0,0.22222222222222232,0.22222222222222232,-0.6666666666666665,-0.33333333333333326,0.22222222222222232,-0.6666666666666665,0.22222222222222232
2013-01-14,1.0,-1.0,0.33333333333333326,0.33333333333333326,0.33333333333333326,-0.33333333333333326,0.33333333333333326,0.33333333333333326,-0.7777777777777779,-0.5555555555555556
2013-01-15,0.7777777777777778,-1.0,1.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16,-0.7777777777777779,-2.220446049250313e-16
2013-01-16,-0.5555555555555556,-1.0,0.22222222222222232,0.22222222222222232,0.22222222222222232,0.22222222222222232,0.22222222222222232,0.22222222222222232,-0.7777777777777779,1.0
2013-01-17,0.11111111111111105,-1.0,0.11111111111111105,0.11111111111111105,-0.7777777777777779,0.11111111111111105,0.11111111111111105,0.11111111111111105,1.0,0.11111111111111105
2013-01-18,-0.17647058823529416,1.0,-1.0,-0.17647058823529416,-1.0,-0.17647058823529416,0.6470588235294117,-0.17647058823529416,0.6470588235294117,-0.17647058823529416
2013-01-22,0.7777777777777778,1.0,-2.220446049250313e-16,-2.220446049250313e-16,-1.0,-0.7777777777777779,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2013-01-23,0.6470588235294117,1.0,-1.0,-0.05882352941176472,-0.05882352941176472,-0.05882352941176472,-0.7647058823529411,-0.05882352941176472,-0.05882352941176472,1.0
2013-01-24,0.7777777777777778,1.0,-1.0,0.11111111111111105,0.11111111111111105,-0.7777777777777779,-0.5555555555555556,0.11111111111111105,0.11111111111111105,0.11111111111111105
2013-01-25,0.11111111111111105,1.0,-1.0,-0.4444444444444444,0.7777777777777778,0.5555555555555556,0.33333333333333326,-0.4444444444444444,-0.4444444444444444,-0.4444444444444444
2013-01-28,-2.220446049250313e-16,1.0,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16,-1.0,-0.7777777777777779,-2.220446049250313e-16,-2.220446049250313e-16,0.7777777777777778
2013-01-29,0.17647058823529416,0.17647058823529416,-1.0,0.17647058823529416,-1.0,-0.6470588235294119,0.17647058823529416,0.17647058823529416,0.17647058823529416,1.0
2013-01-30,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-0.4545454545454548,1.0
2013-01-31,-2.220446049250313e-16,-2.220446049250313e-16,1.0,-2.220446049250313e-16,-1.0,-0.7777777777777779,0.7777777777777778,-2.220446049250313e-16,-2.220446049250313e-16,-2.220446049250313e-16
2013-02-01,-0.1428571428571428,-1.0,1.0,-1.0,0.7142857142857143,-1.0,0.2857142857142858,-1.0,0.2857142857142858,-1.0
2013-02-04,0.7777777777777778,-2.220446049250313e-16,1.0,-2.220446049250313e-16,-2.220446049250313e-16,-1.0,-2.220446049250313e-16,-2.220446049250313e-16,-0.7777777777777779,-2.220446049250313e-16
2013-02-05,0.5555555555555556,-0.11111111111111116,1.0,-0.11111111111111116,-1.0,-0.7777777777777779,-0.11111111111111116,-0.11111111111111116,0.7777777777777778,-0.11111111111111116
2013-02-06,0.7777777777777778,-0.11111111111111116,-0.11111111111111116,-0.11111111111111116,-0.11111111111111116,-0.11111111111111116,1.0,-0.11111111111111116,-0.11111111111111116,-1.0
2013-02-07,1.0,1.0,-1.0,1.0,-0.5384615384615383,1.0,1.0,1.0,-0.5384615384615383,-0.07692307692307687
2013-02-08,0.33333333333333326,0.33333333333333326,-1.0,0.33333333333333326,-0.6666666666666665,0.33333333333333326,-0.33333333333333326,0.33333333333333326,1.0,-0.6666666666666665
