Date,TSLA,GOOG,META,AAPL,MSFT,AMZN,NVDA,V,ORCL,CSCO
2013-01-02,,,,,,,,,,
2013-01-03,,,,,,,,,,
2013-01-04,,,,,,,,,,
2013-01-07,,,,,,,,,,
2013-01-08,,,,,,,,,,
2013-01-09,,,,,,,,,,
2013-01-10,,,,,,,,,,
2013-01-11,,,,,,,,,,
2013-01-14,,,,,,,,,,
2013-01-15,0.43191877506063286,0.7138250800949018,-0.49717950876925315,0.5743905067887901,0.15747678422866127,-0.024205224261072467,-0.3877482156748283,0.007793112434550895,0.616052698636877,-0.16154826545754034
2013-01-16,0.5457011601854778,0.6507701086744949,-0.4442110385791965,0.7283873647467607,0.2582609529817081,0.02033171625287376,-0.48629265570415564,-0.13969376322966492,0.28519136571157405,-0.2818553247647975
2013-01-17,0.4600159000002991,0.5657870673021567,-0.32526220028471436,0.5986754052880949,0.2660745612790244,0.16727785431235884,-0.5348533908076177,-0.2064812116288857,0.35996900873482024,-0.4159996628969711
2013-01-18,-0.2375349565155628,0.65815318325381,-0.2844231778442447,0.602449780158378,0.32264943081664427,0.66193522717467,-0.5455668208357617,-0.17270821092073857,0.12201415011710011,-0.4798956553017337
2013-01-22,-0.5319809626541995,0.7429096999272977,-0.39024237158602226,0.5398659050134252,0.22461002465894253,0.3879996056992835,-0.47131665264028305,-0.26019851322571924,0.16429462432830316,-0.4160627554515471
2013-01-23,-0.5061676705446015,0.2531708554733989,-0.19986027288848468,0.4535650437247066,0.32391798317202575,0.3473946007661267,-0.6456284545814092,-0.4574342093940471,0.3441388322117277,-0.4063163625155087
2013-01-24,-0.47607806685925097,0.181651639850499,-0.2149053831145837,0.7979107343323183,-0.4467643947258564,0.39236245914357015,-0.2540454752318285,-0.35152668982059954,0.3522012701420243,-0.35707809586551725
2013-01-25,-0.16824910430551193,0.1768448004205731,-0.16988452745187987,0.8656446939434765,-0.7036634957095705,-0.24928765060456948,-0.10561732478264794,0.19780148255280258,0.3944263130451291,-0.017941162242228244
2013-01-28,-0.1913614326666174,0.2227354297178455,-0.08695655580494657,0.627021984872975,-0.5973492590849994,-0.4319118421692252,-0.033876462156238255,0.0445250457794161,0.13798002370990342,0.8387544328417366
2013-01-29,0.11673594868058791,0.30310271119341003,0.024820308116876463,0.5135128318797719,-0.43801508152914626,-0.43680758143792847,-0.07197809020807083,0.32744092107676315,0.18879266133560224,0.7606711348511691
2013-01-30,0.3341736999661587,0.3411950997845301,-0.2091325065207888,0.4136016833912205,-0.1933081535670968,-0.6703435247221595,0.05762381576438432,0.4900989181716078,0.511725391615886,0.8119768870181178
2013-01-31,0.5462885799843614,0.44724835302486765,0.4914906943747425,0.2979126626617871,-0.047279886424678924,-0.5962226526074328,0.18548151338589014,0.36947375684085015,0.6044576112948494,0.3580425949778166
2013-02-01,0.7178327853916016,0.41943648640352066,0.5853896589411933,0.1943033872441213,0.017697543496571565,-0.5297963586043007,0.010066591286258959,0.2795179859159035,0.16302949280673312,0.0723213968028872
2013-02-04,0.72647761743249,0.38919339777044787,0.6049390361738716,0.07363933641381387,0.163501391798722,-0.5205253977058687,-0.004809601084762733,0.26750439509353824,-0.47134174122714895,0.019782868460876377
2013-02-05,0.6513685698150417,0.4246773595303255,0.3854418566242641,-0.12411188415700881,0.1218032081828606,-0.5487996057820369,0.10256328845006618,0.2549551777983276,-0.5059605673691535,0.012718025641412252
2013-02-06,0.5775846015173368,-0.1188919077027763,0.19313833664429686,0.01610560881985249,0.09219410948836665,-0.6034840257021855,0.2545106302173041,0.22864200477857277,-0.47483130983019756,0.06477941461795474
2013-02-07,0.3537049942706293,-0.6086817395494255,0.04554566824447091,0.29548186057982384,-0.14085460396327434,-0.6247268940746165,0.3254351140150123,0.04859733793355912,-0.26750832449764367,-0.241733830314303
2013-02-08,0.43297615983448956,-0.6499330013990002,-0.07918642840608171,0.17714880112033932,-0.6851405220946202,-0.6758391717533885,0.37441615406239226,-0.25885440389558273,-0.21545384675993295,-0.04246989020159458
2013-02-11,0.19995007604716744,-0.4789812290947935,-0.21626738852830893,-0.22643096054153433,-0.5376012560515523,-0.9681285977222709,0.39525210305814246,-0.37997375791048993,-0.34196235935987135,-0.1441610188230906
2013-02-12,0.1678444169692086,-0.19990426124076527,-0.1836336274713416,-0.31272725039612115,-0.37890937503288147,-0.9616607958644335,0.5444290739643467,-0.4266719527075351,-0.4117399477495883,-0.3995048129402544
2013-02-13,0.2468635228798099,0.11797135829920821,-0.21120683992594771,-0.2374296838235961,-0.35976139801524126,-0.7300596286256724,-0.054849854596700054,-0.6081185873412316,-0.5929225455388584,-0.24491172924094456
2013-02-14,0.40487685996034706,0.43796989149592486,-0.25251429202368264,-0.08983914531575243,-0.14653518912900534,-0.369143366645313,0.20625838677994351,-0.38889472519321083,-0.608606441695918,0.021559119009462686
2013-02-15,0.46229167362029727,0.03259495763502333,0.1934087109129444,-0.018148405925380435,-0.3940978044023903,0.10457202884095036,-0.13289733322021138,-0.259667741297989,-0.35059923798965004,0.23644395961949582
2013-02-19,0.6095014593964242,-0.2989580095263579,0.614023604906968,0.0020520406121003697,-0.3341457230587353,0.19684574247339434,-0.017816823971390557,-0.30058283757510057,0.01666303170781157,0.3487488659714767
2013-02-20,0.3605601493923129,-0.3268388911052901,0.6001735710403019,-0.1857993194905405,-0.4205734349108693,0.15681645715522163,-0.011064970410735451,-0.33042498115761626,0.043925149180493527,0.36448065465931256
2013-02-21,0.7659292138908798,-0.4445802086325397,0.5918522099744999,-0.365341115919875,-0.45611640200073383,0.14581200911477157,0.018893052653513896,-0.2902202765140841,0.02366306879166866,0.36577217841313703
2013-02-22,0.5242294583178321,-0.5200320255360236,0.4306342134738777,-0.6527559155062232,-0.5355172162029953,0.17931540000569418,0.024894597475558954,0.26049177655555056,0.09029556691711954,0.03036420673023521
2013-02-25,0.4197515020439244,-0.6171503786752556,0.20714628306262325,-0.6470151137549528,-0.534325192216337,0.17714933837765282,0.09784266258337652,0.3615718289656859,-0.06833949823332708,-0.05999323412309017
2013-02-26,0.3082940533988479,-0.6335970308664157,0.052605688488645164,-0.37666627767843613,0.06616181988071769,0.14127168415012908,0.022467948902204354,0.2628873866413367,-0.12458302600756191,-0.26887881401728
2013-02-27,0.17758565675034638,-0.5862330502098253,-0.1484766362199824,0.30802972180766885,-0.11011914819164347,0.1384518333954604,0.052741692793632194,0.3197402504406885,-0.1775918770329895,-0.3897640632471998
2013-02-28,0.07499317355344849,-0.3335764333982799,0.34673396931631595,0.2008948464719251,-0.08129382357381264,-0.5033774126477392,0.040735832152637166,0.36436801763934146,-0.23490749544011022,-0.3940596013371671
2013-03-01,-0.12601554284665467,0.04966524464752215,0.3743204402191068,0.28924564989311924,-0.18912558964070583,-0.4994754264635506,-0.3490570247045301,0.41990878601871756,-0.09505522831773049,-0.6816965846222635
2013-03-04,-0.2772502299863362,-0.20261180723382222,0.29693811162607064,0.4457631281416372,-0.037952782227938825,-0.4270740830208802,-0.02688460015286912,0.2479262990436731,-0.12845260624682042,-0.7219595899822826
2013-03-05,-0.30244599038389947,-0.77308647702656,0.3500158308657924,0.6333160365257502,-0.06152688531600747,-0.6432330781681527,0.05934619207853132,0.3023978277691425,-0.05184824380004038,-0.7417584149064848
2013-03-06,-0.29638634921537493,-0.581932909341354,0.4918287908572556,0.6745156389206141,-0.21474498529857933,0.1743443553233354,0.4170211391544306,0.40997519732243326,-0.32924449423805313,-0.6880078544682663
2013-03-07,0.45545620742459814,-0.5342850765230968,0.5238824620573913,0.5826085409405314,-0.08306688348937244,0.3824050180803267,0.45782168045251787,0.21405963331225655,-0.0453359928357633,-0.6185199436175137
