Date,TSLA,GOOG,META,AAPL,MSFT,AMZN,NVDA,V,ORCL,CSCO
2012-12-31,,,,,,,,,,
2013-01-02,,,,,,,,,,
2013-01-03,,,,,,,,,,
2013-01-04,,,,,,,,,,
2013-01-07,,,,,,,,,,
2013-01-08,,,,,,,,,,
2013-01-09,,,,,,,,,,
2013-01-10,0.4457893447634319,-0.424595913947421,-0.8627635262664042,-0.19941482319310685,-0.5801423075012785,-0.3730355973537579,-0.0935535162237636,0.10200306013770585,0.1304545125713886,-0.4272834914357145
2013-01-11,0.5977900477395649,-0.5949092793790038,-0.8193114099295089,-0.13077350714505162,-0.7572401854185355,-0.7401199980365114,-0.44712131126439814,-0.07039176447292887,0.2893656035512516,-0.24563772551523755
2013-01-14,0.18194854979850925,0.28637742304664254,-0.5726892967160293,-0.4952843963740573,-0.5344984273661483,-0.8217844917342434,0.35309393180190013,-0.35045624771756423,0.4382862782019053,-0.6328600926447033
2013-01-15,0.38657719513813604,-0.02119043594790765,-0.3398792510220623,0.3309112606779034,-0.07378784519149396,-0.7382603496075517,0.16151457061745003,-0.4101709401783673,0.5841269128324423,-0.14824986333221993
2013-01-16,0.09409498884839788,-0.25143320425014015,-0.33578982249653405,-0.013834289277320892,0.024982440392729677,-0.8230984695164456,-0.8286472113884866,-0.209585049611036,0.4615930911724992,-0.07828603169094668
2013-01-17,-5.182704632867938e-16,-0.4889090586975954,-0.19983452511793784,-0.24030106416663236,-1.2791357517237282e-15,-0.8431152788877548,-0.9706554110034614,0.7362101738323094,0.4991048284928635,-0.29328774116052714
2013-01-18,0.7123956116565486,-0.4474419404704162,0.009310083019776545,-0.0869375611279944,-0.12208406092524245,-0.9228240775331271,-0.9602348118846556,0.5635718480314654,-0.21352448376514788,-0.22054054569561568
2013-01-22,0.5852603948070715,-0.654653670707978,-0.2992589872564125,-0.019404980862897967,0.6942149580673453,-0.5846715472309186,-0.9606463013980231,0.4149875587448897,-0.025013031014698317,-0.419146621813307
2013-01-23,0.6780954136994356,-0.8463803951953904,-0.3261882126095609,-0.18859429322302984,0.6792501192775882,-0.21755818169982663,-0.8734775114237133,0.6664777824960906,-0.3975961604026348,-0.16755556185982204
2013-01-24,0.6780954136994373,-0.1178721206922153,-0.5287167207057383,-0.10721544527130017,0.6466897875841077,-0.5952534189169277,-0.8389968171085991,0.6062796510763383,-0.4045229195144622,-0.2722905743185859
2013-01-25,0.20585277887100592,0.03593845418915438,-0.6565595445871677,0.1327690347910196,0.370624658330552,-0.8031948401350143,-0.6139286298159342,0.5115179873406317,-0.6369058317063361,-0.37583403504257434
2013-01-28,0.20620301898704085,0.16644550485739884,-0.8706968363151621,0.6131818267119574,0.0651773607952782,-0.603022689155527,-0.36677572861691493,0.6226692187199026,-0.8593750000000021,0.05644325210301522
2013-01-29,-0.08128201109529573,0.11760094984318724,-0.6174307814455685,0.5864915447095639,0.20610891199164322,-0.3898332736417893,-0.3667757286169161,0.38755679199660054,-0.44320263021395845,-0.2169304578186571
2013-01-30,-0.10652472825826038,-0.2964776910858991,-0.6174307814455692,0.6226267920170184,0.12154310870109976,-0.1751337657146938,0.1758993861825757,0.27339144916657176,-0.48337753997661637,-0.1290117116355352
2013-01-31,-0.5534796725924439,-0.7385489458759992,-0.7231155091712264,0.8857113735161443,0.1767421787102891,-0.2703497965032433,0.1758993861825757,-0.07170688765783784,-0.43465914396061356,0.1172873252999868
2013-02-01,-0.47575206456883923,-0.8423325760142114,-0.8157237644618754,0.8418973861410952,-0.18371173070873853,-0.2904737509655563,0.21320071635561158,-0.04426392045362262,-0.44056711053140124,0.4883720930232574
2013-02-04,-0.1548697834443905,-0.4521770530516625,-0.8143169968310017,0.8474957346832944,0.11396057645963756,0.5235768139296711,-0.0,0.4454765776597864,-0.24299930137801304,0.47545731105019684
2013-02-05,0.26856632724128404,-0.5301282757111067,-0.5915742197874884,0.33090134304170205,0.07699905035090167,0.3689399063292385,-0.437967871855336,0.2749007851931535,-0.4271897906695204,0.672536345761276
2013-02-06,-0.3212698020578437,-0.6045844558885145,-0.6526424411601698,0.4053965339582106,-0.5077299548812082,0.19374309617179444,-0.25210974204480424,0.3730908017013871,-0.7763237542601487,0.639009650422695
2013-02-07,-0.005852057359806276,-0.6234692120904816,-0.5794486956868612,0.2596909892644778,-0.35942537872389285,-0.27669929526473436,-0.3575976876249237,0.4031647380662984,-0.33690428786755755,0.5581563056514366
