Date,TSLA,GOOG,META,AAPL,MSFT,AMZN,NVDA,V,ORCL,CSCO
2013-01-02,,,,,,,,,,
2013-01-03,,,,,,,,,,
2013-01-04,,,,,,,,,,
2013-01-07,,,,,,,,,,
2013-01-08,,,,,,,,,,
2013-01-09,,,,,,,,,,
2013-01-10,,,,,,,,,,
2013-01-11,,,,,,,,,,
2013-01-14,,,,,,,,,,
2013-01-15,-0.34285714285714297,-0.7142857142857144,-0.7714285714285715,-1.0,0.08571428571428563,0.5428571428571425,-0.8,0.7428571428571427,-0.37142857142857155,1.0
2013-01-16,0.034482758620689946,-1.0,-0.5172413793103448,-0.7241379310344827,-0.13793103448275856,0.13793103448275845,-0.34482758620689646,0.7931034482758623,-0.3793103448275862,1.0
2013-01-17,0.11764705882352944,-0.9705882352941176,-0.6617647058823529,-1.0,0.5294117647058825,0.588235294117647,2.220446049250313e-16,-0.47058823529411764,-0.2647058823529411,1.0
2013-01-18,-0.0882352941176473,-1.0,-0.9411764705882353,-0.9411764705882353,0.9411764705882348,-0.41176470588235303,-0.5294117647058824,-0.32352941176470595,0.0588235294117645,1.0
2013-01-22,-0.5483870967741937,-1.0,-1.0,-0.29032258064516125,-1.0,-0.870967741935484,-0.8387096774193549,-0.6451612903225807,1.0,0.41935483870967727
2013-01-23,0.06250000000000022,0.21875000000000022,-0.875,-0.3437499999999999,1.0,-0.6874999999999998,-0.75,-1.0,-0.6874999999999998,-0.625
2013-01-24,0.21518987341772133,1.0,-0.11392405063291133,-1.0,-0.26582278481012667,-0.4177215189873419,-0.4177215189873419,-0.7721518987341772,-0.7215189873417722,0.11392405063291133
2013-01-25,-0.5555555555555557,-0.46031746031746035,0.5555555555555551,-1.0,1.0,0.6825396825396823,-0.6507936507936509,-0.3650793650793652,0.23809523809523792,-0.14285714285714313
2013-01-28,-0.5833333333333334,-0.08333333333333337,1.0,-0.8958333333333334,-0.33333333333333315,-0.7916666666666667,-0.7916666666666667,-1.0,-0.45833333333333326,-0.7708333333333334
2013-01-29,-0.5068493150684932,0.28767123287671215,-0.9178082191780822,-1.0,0.5342465753424657,-0.863013698630137,-0.7534246575342465,-0.7534246575342465,1.0,-0.9452054794520548
2013-01-30,1.0,0.46153846153846145,0.846153846153846,-0.8461538461538461,-2.220446049250313e-16,-0.03846153846153855,0.15384615384615397,-1.0,-0.3076923076923077,-0.2692307692307693
2013-01-31,-0.17073170731707332,1.0,-0.951219512195122,-1.0,-0.975609756097561,-1.0,-0.5853658536585367,-0.024390243902439157,0.17073170731707288,-0.9756097560975611
2013-02-01,-0.3793103448275862,1.0,-0.9080459770114943,-1.0,-0.33333333333333326,-0.9770114942528736,-0.6091954022988506,0.0344827586206895,1.0,-0.5862068965517242
2013-02-04,1.0,1.0,-1.0,-0.6811594202898551,-0.33333333333333337,-0.5652173913043477,0.2753623188405798,-0.4492753623188406,-0.5072463768115941,0.01449275362318847
2013-02-05,-0.5272727272727272,-0.09090909090909083,-0.8909090909090909,-0.5272727272727272,-1.0,-0.4181818181818182,-0.16363636363636358,1.0,-0.30909090909090897,0.27272727272727293
2013-02-06,-0.20833333333333326,0.04166666666666674,-0.9375,-0.5833333333333334,-0.9166666666666666,-0.9583333333333334,-0.5625,1.0,-1.0,0.41666666666666674
2013-02-07,-0.31958762886597947,0.23711340206185572,-1.0,1.0,-0.7319587628865979,-0.48453608247422686,-0.5463917525773196,-0.8969072164948453,-0.9381443298969072,-0.31958762886597925
2013-02-08,-0.15000000000000013,1.0,-1.0,0.9750000000000001,-0.5,-0.625,-0.1250000000000001,-0.775,-0.525,-0.42500000000000004
2013-02-11,-0.3623188405797102,1.0,-1.0,0.9420289855072461,0.4782608695652173,-0.9130434782608696,-0.2753623188405798,-0.9710144927536232,-0.5072463768115942,0.3043478260869563
2013-02-12,0.054545454545454675,0.27272727272727293,-1.0,-0.30909090909090897,1.0,0.27272727272727293,0.49090909090909096,-0.49090909090909085,-0.30909090909090897,-0.16363636363636358
2013-02-13,-0.32352941176470584,0.5294117647058825,-0.8235294117647058,-0.3529411764705882,1.0,-0.17647058823529416,-0.23529411764705888,-1.0,-0.7058823529411764,2.220446049250313e-16
2013-02-14,-0.7959183673469388,1.0,-0.5510204081632651,-1.0,0.7551020408163267,0.1836734693877553,-0.061224489795918324,-0.9591836734693877,-0.9183673469387755,0.34693877551020424
2013-02-15,-0.7567567567567567,1.0,-0.8648648648648649,-1.0,0.43243243243243223,-0.5405405405405406,-0.10810810810810823,-0.9189189189189189,-0.9189189189189189,-0.6216216216216217
2013-02-19,-0.6874999999999998,1.0,-0.875,-1.0,0.21875000000000022,0.12500000000000022,-0.8125,-0.9374999999999999,0.21875000000000022,-0.4374999999999999
2013-02-20,0.6190476190476193,0.8571428571428572,0.23809523809523836,-0.9523809523809524,1.0,0.1428571428571428,2.220446049250313e-16,-1.0,-0.8095238095238095,-0.6190476190476191
2013-02-21,-0.673469387755102,0.34693877551020424,-1.0,-0.9591836734693877,0.5510204081632655,1.0,0.18367346938775508,-0.4693877551020408,-0.5510204081632651,-0.7959183673469388
2013-02-22,-0.8181818181818181,-0.11111111111111105,-1.0,-0.7777777777777778,-0.0505050505050505,-0.3737373737373736,-0.595959595959596,1.0,-0.4747474747474747,-0.4545454545454546
2013-02-25,-0.09523809523809523,0.7619047619047619,-1.0,-0.8095238095238096,-0.38095238095238104,0.6190476190476191,1.0,-0.4285714285714286,-1.0,-0.619047619047619
2013-02-26,0.4509803921568627,0.4509803921568627,-0.33333333333333326,-0.05882352941176461,-0.9215686274509803,0.8039215686274508,1.0,0.7647058823529409,-1.0,-0.8039215686274509
2013-02-27,-0.6122448979591837,-0.12244897959183676,-1.0,-0.7959183673469388,-0.6122448979591837,-0.4285714285714286,-0.3877551020408162,1.0,-0.8571428571428571,-0.3877551020408162
2013-02-28,-0.12,0.2000000000000004,-0.84,-1.0,0.3600000000000003,-0.1599999999999998,1.0,-0.43999999999999984,-1.0,-0.039999999999999925
2013-03-01,-0.7358490566037735,1.0,-0.7358490566037735,-1.0,1.0,0.018867924528302105,-0.09433962264150919,0.39622641509433976,-0.4339622641509432,-0.2075471698113207
2013-03-04,-0.5238095238095238,0.6825396825396823,-0.39682539682539697,-1.0,1.0,0.3015873015873012,-0.3650793650793652,0.3968253968253965,-0.39682539682539697,-0.5555555555555557
2013-03-05,-0.5999999999999999,1.0,-1.0,-0.8769230769230769,-0.41538461538461535,0.32307692307692326,-0.6615384615384614,-0.7230769230769232,0.23076923076923106,-0.5384615384615383
2013-03-06,-0.5949367088607596,-0.2911392405063292,-0.8481012658227848,-1.0,-0.03797468354430378,-0.2911392405063292,-0.8481012658227848,0.18987341772151867,1.0,-0.03797468354430378
2013-03-07,0.061224489795918435,0.061224489795918435,-0.020408163265306256,-0.8775510204081632,-0.12244897959183676,0.46938775510204067,-1.0,-0.9591836734693878,1.0,-0.510204081632653
2013-03-08,-0.4181818181818182,1.0,-0.19999999999999984,-1.0,-0.8909090909090909,0.4545454545454548,-0.7454545454545454,0.8545454545454545,-0.8181818181818181,-0.018181818181817744
2013-03-11,-0.7567567567567567,-0.7027027027027027,-1.0,-0.9189189189189189,-0.6216216216216217,-0.9189189189189189,-0.9189189189189189,0.10810810810810789,1.0,0.972972972972973
2013-03-12,-0.11864406779661008,0.05084745762711851,-0.5932203389830508,-1.0,-0.7966101694915254,-0.3220338983050848,-0.5254237288135593,-0.3220338983050848,-0.11864406779661008,1.0
2013-03-13,0.5362318840579707,-0.21739130434782605,-1.0,-0.6231884057971013,-0.7971014492753623,1.0,-0.07246376811594224,-0.9130434782608696,0.652173913043478,-0.5652173913043478
